word, definition
Labbaru| intraducibile. Simile a fesso, persona inutile (Es.: e cuddu labbaru istu si este?; hai visto quel mongolo?) (Segnalazione di goceano)
Là ca ti coddu| guarda che ti scopo (Es.: <Grazianeddu>Oh Fillì ma dasi bitta a cudda? Pariri propriu ca danti sperrau su culu! <Filì> Chinni cudda? Oh bruttu pacciani pezz'e merda mi ca ti ongiu fogu. La ca cudda esti sa picciocca mia! Grazianè la ca ti coddu!; <Graziano> Ciao Filippo come stai? Hai per caso notato il fisico attraente di quella ragazza? Quasi quasi ci farei un pensierino. <Filippo> Ciao Graziano io sto benone. Ah si ho notato la fanciulla dinanzi a noi. Non puoi farci un pensierino dato che è la mia ragazza e poi sei anzianotto, guarda che ti scopo) (Segnalazione di ahua ahua eee bei)
Là ca ti partu de conca| guarda che ti parto di testa (Es.: candu cancunnu megada a segaia meda is calloisi a u'antru, custu po si du fai cumprendi di narada: <<La ca ti partu de conca!>>; quando qualcuno sta rompendo molto i coglioni a un'altra persona, questo per farglielo capire gli dice: <<Guarda che ti parto di testa!>>.) (Segnalazione di Zughen)
Lacch'a mobe| pietra per macinare (sottointeso ti faccio il culo come una). ES: eitta cazzu ti fischiasa colloi tontu no du bi chi h cu mei, moi dui andu e ti vazzu su cu cummenti u lacch'a mobe ! - TRAD: O spiritosone ma per quale motivo rivolgi talune attenzioni sonore alla mia dolce metà? Ora mio malgrado, sono costretto a spiegarti la differenza fra un culo sano e un culo insano (Segnalazione di arghat (arghattu))
Là chi ti pigu a stittarura| guarda che ti prendo a colpi di tetta. Forma idiomatica ad uso esclusivo del gentil sesso, in situazioni di ipotetico a visibile rischio. Obiettivo spaventare ed allontanare il nemico (che può essere sia del medesimo gentil sesso che di altro sesso) (Es.: là chi ti pigu a stittarura, o cagau!; guarda che ti stordisco a colpi di tetta) (Segnalazione di pp)
Làcrima| il significato è quello italiano, però spesso il sostantivo viene coniugato nel verbo
Lacrimài| augurare sventura (es.: appu lacrimàu Fisio e sèsti schiantàu cun sa màcchina; ho augurato molta sventura a Efisio, tanto che lui si è schiantato con l'automobile)
Ladroni de Pisa| ladro di pisa. Si dice quando una persona arriva con passo felpato e ti spaventa. (Es.: Ancu ti coddi sa giustizia, mind'ha fattu assiccai!! Parisi unu ladroni de Pisa!!; che ti possano...mi hai spaventato! Sembri un ladrone di Pisa!) (Segnalazione di Tziu Franciscu Gobbu de Sestu)
Là ghì| guarda che (es.: la ghi ti (leggi ri) part' e conca a sa fidara!; guarda che se non la smetti ti do un violento colpo di testa quando meno te l'aspetti)
La ghi d'appu coddau peu de tui| guarda che ne ho scopato peggio di te (Es.: "Na' oh scimpru la ghi ri fazzu sa facci diacci". "La ghi d'appu coddau peu de tui!"; "Guarda oh scemo che ti faccio la faccia cosi'!". "Guarda che ne ho scopato peggio di te" nel senso di "guarda che ho avuto a che fare con persone piu' malfamate di te") (Segnalazione di lello)
Laghinò| come no (es.: Oh Giuà, ti praxiri cussa pivella? Laghinò, este unu troncu' e udda!!; Trad: Giovanni, apprezzi le fattezze di quella giovincella? Come no, è proprio un arbusto vulvaceo!)  (Grazie a Fango per la segnalazione)
Laghiripartudeconca| lett: 'guarda che ti faccio del male con l'utilizzo della testa', da pronunciarecon una sosta sullla "e" (laghiripartudeeeconca) necessaria a portare indietro il capo con fare minaccioso (es.: là di non guardare molto o schillellè. Laghiripartudeconca ; Trad: deh! Guardati dall'osservarmi con troppa insistenza, o miserabile buffone, se non desideri che ti danneggi usando la sola testa (frase di norma diretta a provocare alla rissa e indi derubare di tutti i loro averi occasionali passanti e/o bambini paralitici dotati di telefonini di ultima generazione )  (Grazie a Lercio  per la segnalazione)
Laghi| in Sardegna non abbiamo mai visto un lago ma gli antichi autoctoni (in particolare Tziu Beps e Tziu Lillìu) sostengono si trattasse di un bacino contenente acqua che, alcune volte era pure potabile!
(sa) Laghinza| pecora pronta per il primo parto (Es.: appo idu una pizzinna chi si pode laghinzare; ho visto una ragazza che può essere sverginata) (Segnalazione di Enrikeddu)
Lai (Partito politico)| Nasce in contrapposizione al partito Podda, e, come questo, non si tratta di una sigla ma di una semplice rima. Se il partito podda ha nel suo programma "Pappa Buffa e Codda", il Partito Lai, nato appunto da una scissione di questo, si caratterizza per il programma "Pappa, buffa e faidi' coddai" - TRAD: "Pappa Buffa e faidi' coddai" = Mangia, bevi e fatti chiavare! (Segnalazione di pepi)
Laisca| contrazione di là is callonis, che palle (Es.: e laisca....Mauretto s'esti torrau a troddiai; e che palle.... Maurizio, ancora una volta ha emesso uno dei suoi terribili peti) (Segnalazione di toniccu de lanusè)
Lalloi, loccu| imbranato, scemo (Segnalazione di Gabriele)
Lamone| recipiente par la raccolta del latte durante la mungitura (Es.: apporrimi su lamone ca deppo mrughe sa ebreghe.....; passami il contenitore che devo mungere la pecora....) (Segnalazione di pretinu)
Làmpu| Lampo. (es.: Giuanni : - "Oe appo coddau chin 10 piccioccasa" Antoni : - "Unu làmpu ti càlede!!!" ; Trad.: Giovanni: - "Oggi ho fatto l'amore con 10 ragazze" Anotnio: - "Che ti colpisca un lampo!!!") (Grazie a Emanuela.)
(Unu) Làmpu chi ti falede anche Làmpu chi ti cabidi| Che ti colpisca un fulmine! Viene usato come maledizione contro chi ti vuole male. Es: Dom: 'Oh,Pinedda,a mi la dasa??' Risp: ' oi,cando nos'isposamusu ' Risp: ' e tando leadila in culu,unu lampu che ti falede! ' ; Trad.: ' Giuseppina,facciamo l'amore?' Risp: 'no, solo quando ci sposiamo!' Risp: 'e allora recati a farti elettrificare in maniera naturale e non cercarmi più!' ) (Segnalazione di Nome_Autore e Su togu)
(Su) Làmpu chi ri pìghiri| Che ti prenda un lampo! (es.: Oh scìmpru, chi ri pìghiri su làmpu!!! ; Trad.: Oh Scemo, che ti prenda un lampo!!!) (Grazie a Manolo & Cinzia.)
Làmpus e trònus| lampi e tuoni (Es.: lampus e tronus, esti proendi? no ! è Fisieddu ca sin c'è caghendi!!!; accidenti, sta' piovendo ? no ! il piccolo Efisio sta svolgendo le sue funzioni corporali) (Segnalazione di Bent'e maestrali)
Lànga| Grandissima, in senso dispregiativo. (es.: Càstia cùssa grandissima lànga de troia de sòrri tua. ; Trad.: Guarda quella grandissima poco di buono di tua sorella.) (Un ringraziamento a Bizio Mocci)
Langiu che terra| magro come la terra (Es.: castia cussa ebba de Maria, de candu esti faendusì coddari esti langia che terra; guarda quella cavalla di Maria, da quando si fa scopare è magra come la terra (da antichi manoscritti rinvenuti nella miniera di Funtana Raminosa, Gadoni) ) (Segnalazione di Antiòco Traverso)
Lanziene| lanciare, uscire (Es.: sos oggio ti che lanziene da cando sese abbaidande; gli occhi ti escano da quando sei che guardi) (Segnalazione di Drespot (ego))
Lanzu ( che tela) | magro (come la tela) (Es.: abbaida cussa albeghe! est lanza che tela!!! no che colada s'ilgerru!!!; guarda quella pecora! e' magra come la tela! non passa l'inverno!!! ) (Segnalazione di Peigottu)
Larentu| località sarda di Colomeddu (Es.: aglioo a Larentu che c'è il rio e nol faghimus su bangiu; andiamo alla località sarda Colomeddu che c'è il fiume e ci facciamo il bagno. (Un ringraziamento speciale a Tonino Taras e Giovanni che ci aiutano a mungere le pecore tutti i giorni)) (Segnalazione di Grongu)
Larunna| idiota,scemmo (Es: ma cardia cuddu larunna es tontu cummente una pira; ma guarda quell'idiota h stupido come una pera) Segnalazione di kicco_arrapato
Làstima| peccato (es.: Asi bìu cussu ladroni de Ninixeddu? d'ànti ciappau furendi. Ta lastima non ci ghettinti sa crai de presoni a mari!!! ; - hai visto quel ladrone di Ninetto? l'hanno colto in flagrante. che peccato che non buttino la chiave in mare) Ringraziamo Clive per avercelo segnalato
Lattelao| leggendaria olio per l'ingrandimento del pene di cui si è persa traccia. Si metteva sul glande per ingrossarlo. Es: Du scisi itta h su lattelao? Si poniara in su concheddu, po du fai diventai pru grossu!!!- Trad: Sai che cosa è il lattelao? Si metteva nel conchino per farlo diventare più grosso! (Ringraziamo Cardia per avercelo segnalato)
Lavamanu (di cuglioni) | bacinella (di testicoli) (es.: Anda e girami un lavamanu di cuglioni ; - Trad: Vai e girami una bacinella di coglioni . - Molto utilizzato a Sorso, è un invito fatto da una persona ad un'altra che si sta dimostrando particolarmente fastidiosa) Ringraziamo Clive per avercelo segnalato
(A la) Leare in culu| Prenditela in culo! Classica esclamazione utilizzata in Logudoro per mandare "elegantemente" qualcuno/a a quel paese... (es.: Ami la dasa? - A ti la leasa in culu, cozzone! ; Trad.: Me la dai? - Prenditela in culo, coglione!) (Grazie a Pinuccia)
Leccài| letteralmente "leccare", in senso metaforico: schiacciare, spalmare. ES: o lulloni, la ca si non d'accabbasa, mo' ti leccu!! - Trad: o ragazzo poco intelligente, guarda che se non me la finisci, adesso ti schiaccio in terra!! (Grazie a pippo)
Lecchìnu| lecca culo. Es: o Giulio, asi biu cuddu lecchinu? sa limba pariri nu pinzellu sirboni - trad: o Giulio, hai visto quel lecca culo? La lingua sembra un pennello cinghiale! (Grazie a Matteo)
Lèggia (o lèggiu) | brutta (o brutto ). ES: Unu imbriagu a una pivella: Ma la chi sesi leggia!!!- e issa: La chisesi imbriagu!!!! E issu: Ma a mei crasi mi passara!!! TRAD: Un uomo ubriaco ad una ragazza: - Ma guarda che sei proprio brutta!!! - e lei: e tu guarda che sei proprio ubriaco!!! E lui: Si, ma a me domani mi passa!!! (Un ringraziamento a grankio che ce lha segnalata)
Leggia Ke Kai| Brutta come un cane (Es.: Oh Lillu ma as bia cussa bastascia??Oiaaaaaaa è leggia kekai..aiaiaiaii; Oh lillo ma l'hai vista quella leggiadra pulzella??E' brutta come un cane!!!!Aaiaiaiaiai) (Segnalazione di ALLICCA PODDA)
Lelledda ammuddiara| Pene afflosciato. (es.: Oh cumpài, ma 'tta ci renisi? Ti bìu tottu a lelledda ammuddiara... ; trad.: Ma che hai, compare? Ti vedo un pò giù di tono...) (Ringraziamo ovviolinuzziganu per la segnalazione)
Lèppa| coltello d'ordinanza del pastore sardo. (Es: ma ite cherese, una stoccada e leppa??!! E tando finichela de pompiare sa pizzinna mea!! - Trad: per caso desideri "assaggiare" la lama del mio coltellino sardo? e allora piantala di guardare la mia ragazza!! Un ringraziamento a la bagassa di Roby che ce lha segnalata
Leppere| lepre (Es.: Issa a isse: "Coddasa lestru comente unu leppere...". Isse a issa: "No, ses tue chi ses bella calda..."; Lei a lui: "Scopi veloce come una lepre...". Lui a lei: "No, sei tu che sei bella calda...") (Segnalazione di FrAnZ di Giave)
Leppiri de fossu| lett. "lepre di fosso", significherebbe "pezzo di cacca" (es.: Dasi biu cussu leppir'e fossu? ; Trad.: L'hai visto quel pezzo di cacca? ) (Segnalazione di  Lucy)
Liaga| piaga (Es.: sesi pighendi su cunnu po liaga; (lett. stai prendendo la figa per una piaga) stai prendendo fischi per fiaschi oppure luciole per lanterne) (Segnalazione di sa duenna)
Licchittu| squisito (Es.: mi chi sei una pizzinna avveru licchitta; hai notato che sei una ragazza davvero squisita?) (Segnalazione di Goddaman)
Licconi| Cunnilingus. (es.: "E' propriu bona chissa, talmenti tantu ki l'aria fattu kistu licconi..." ; Trad.: "E' veramente bona quella, al punto che le avrei praticato un cunnilingus da competizione!") (Segnalazione di Gadduresu)
Lillòne| persona di scarsa personalità, soggetto a scherzi (vedi anche giollòne o giorgiòne) (Un ringraziamento a Seme che ce lha segnalato)
Li màsci femini| voce gallurese per indicare il cagliaritano"pivellu" (Sempre Seme)
(Sa) Limba cocone| la lingua di pane, solitamente usato quando uno dice una cosa cattiva all'altro (Segnalazione di gORE)
Limbeda| clitoride. Es: ballendi sa lambada t'appu lingiu sa limbeda - TRAD: ballando la lambada ti leccato il clitoride (ringraziamo a voce)
Limbipiccu| balbuziente (lett. lingua di picchio) (Es.: cussu limbipiccu pro ti narrere itt'ora este bi ponede una chida; quel balbuziente per dirti che ore sono ci mette una settimana) (Segnalazione di Cazzullilla)
Lìmpiu| pulito. (Es.: oh limpiu! trad: oh pulito, ironizzando con una persona sporca) (ringraziamo k4rb0)
Lindiri| uovo di pidocchio (tirchio) (Es.: oh lindiri, tui non pappasa po non cagai; o tirchione tu non mangi per non cagare) (Segnalazione di kakkofono)
Lingicullu| lecchino, leccaculo (Es.: Luca: "Professoressa, da pozzu aggiurai a pigai is bagagliusu?". Tottusu: "Oh lingicullu!!!"; Luca: "Professoressa, la posso aiutare a prendere i bagagli?". Tutti: "Oh leccaculo!!!") (Segnalazione di Jean Baptiste Colbert)
Lingipilluttusu| lecca fighe (Es.: cussu pisittu è propriu unu lingipillittusu de femminasa becciasa!!; quel gatto è proprio un leccafighe di donne anziane) (Segnalazione di arrastaconcheddu)
Lingimì sa minca| leccami il cazzo. (es.: oh scimprixedda, lingimmì sa minca e tuppadi! ; Trad.: oh scemina, leccami il cazzo e statti zitta!) (Grazie a codonfolle)
Lingimì sa pillona| Tergimi il pene con la saliva. (es.: Oh Dedda, ma lingimmì sa pillona ca no se' bona a fai attru! ; trad: oh cara tergimi il pene con la saliva, poiche' non sei capace a far altro!). (Grazie a Sgnup)
Lingimì 's calloisi| leccami i coglioni (Es.: tui lingimi scalloisi!; tu leccami i coglioni!) (Segnalazione di Oswy)
Lingua arada| Lingua arata (es.: Sa Lingua arada pòrtisti, de non ci da fai a chistionài nemmancu po nài ka sèsi andendinci!!! ; Trad.: Che ti diventi la lingua arata da non farcela a più a parlare nemmeno per dire che stai morendo!!!) (Ringraziamo Burrastio per la segnalazione)
Lintu e pintu| tale e quale (Es.: 'Goppai, custu pippiu esti lintu e pintu a sa mamma, a fusteti non d'assimbillada nudda'. 'Tenidi arrexioni, esti lintu e pintu a cussa bagassa de sa mamma'; 'Compare,questo bimbo è tale e quale alla sua mamma e a lei non rassomiglia per niente'. 'Ha ragione è tale e quale a quella bagascia di sua madre') (Segnalazione di Gippio)
(Oh) Lissa| Oh muggine. Quando uno è mezzo jolli e fà una cazzata: "Oh lissa ma itta cazzu ses fadendi!!!"; "Oh muggine ma cosa stai facendo?" (Segnalazione di Su-Chef)
Lissa a un' ogu| muggine con un solo occhio; membro maschile. Dicesi anche per indicare una persona poco sveglia (es.: O toni' dasi bia Larenzedda? é crescendi beni!!! Iada a fai giai a di presentai sa lissa a un' ogu po biri cummenti d'arriccidi. 2° esempio: sesi cummenti ua lissa a un'ogu!!! - Trad: Senti tonino, hai visto recentemente lorenza? Sta diventando proprio una bella ragazza. Mi piacerebbe fare all'amore con lei. 2° esempio: sei un ragazzo poco sveglio! ) (un grazie a supisci)
Listrone| Stupido. (es.: Minca òmine listrone chi sèse!! - Trad: Che uomo stupido che sei!! ) (un grazie a VesPinna)
Litranga| (Lett.) 'Sottocoda'. Qualcosa di prospiciente le proprie parti posteriori e tendenziamente fastidiosa. La Litranga è quella striscia di cuoio fatta passare sotto la coda del cavallo o dell'asino che in teoria dovrebbe garantire la stabilità della sella ma che in effetti provoca fastidio, ahimè, alla bestia specialmente quando prova a rallentare l'andatura o a fermarsi. Da quì l'evidente grado di fastidio che una persona paragonata alla Litranga può provocare.. (es.: Sei cumenti una Litranga. Mi pigli a curu cumenti una Litranga. (dialettale sassarese) ; Trad.: Sei come un sottocoda. Mi dai una sensazione alle parti posteriori simile un sottocoda. ) (Segnalazione di Sà)
Liuscu| quasi cieco (Es.: non du bisi ca esti ingunni, ita sesi liuscu?; non lo vedi che è lì, sei per caso cieco?) (Segnalazione di kikko)
Loddy| Animale ritrovato circa 18 anni fà a Portoscuso. (es.: Sèsi ùnu Loddy impestàu! ; Trad.: Sei un Loddy impestato!) (Ringraziamo Su tontu.)
Loffia| scorreggia (Es.: 1) mi d'accabbasa de mollai loffia a tottu tubu?; 2) ahhh, bella loffia chi c'appu cravau. Trad. 1) puoi cortesemente smettere di emmettere peti a più non posso?; 2) ahhh, ho fatto proprio un bel peto!!) (Segnalazione di Loffia)
Loffiu| buffo, brutto (riferito a persona) (Es.: già sesi pagu loffiu; già sei poco buffo) (Segnalazione di k4rb0)
Lolla| aia o loggiato (Es.: 1) cussa dona de pappai ais spuddas in sa lolla - trad: quella sfama tutte le galline dell'aia - detto per una ragazza molto giovane di facili costumi; 2) mi toccada a scovai sa lolla ca cun custu bentu s'è prena de folla- trad: mi tocca spazzare il loggiato che con questo vento si è riempita di foglie) (ringraziamo Paciouli e Acarus)
Lolle| Tonto, stupido, inetto, coglione, imbecille. (es.: Mi chi ser bette lolle! ; Trad.: Guarda che sei veramente un idiota ) (Segnalazione di  gorilla )
Lollò| ragazzino, vedi anche Nénno, secondo l'uso può essere sinonimo. (es.: Oh lollò fai su presceri, pigamì sa sigarettasa... trad: Oh ragazzino fammi il favore prendi le sigarette...) grazie a billyebis per la segnalazione.
Lolloi| cazzo. (es.: : ...nde 'olias lolloi.... - Trad: ne volevi cazzo...(affermativo) ) (grazie a boddoro)
Lolloni| uno addormentato, uno molto ingenuo (Es.: fiasta cun una picciocca e dasi raccontau poesias, sesi propriu unu lolloni; eri con una ragazza e le hai raccontato poesie,sei proprio un'ingenuo) (Segnalazione di tonj)
Lollottu | diminutivo di Lollò, ancora più gergale, se possibile. (es: Oh lollottu non fezzasa su scimpru... - trad: Oh piccolino non fare lo spiritoso... ) Grazie sempre a billyebis per la segnalazione.
Lomingiu| sopranome (Es.: Cagarrascottu, Cagastampusu, Cacchedda, Cagafiba, Sturruniu, Pagliacciu, Mendueddu, Cruccueu, Falivento, Carigoi, Balloi, Griffoi; (Alcuni esempi di sopranomi di persone ancora in vita di un paese della provincia di Cagliari: Cagaricotta, Cagabuchi, Cacchina, Cagafilo, Merlonido, Pagliaccio, Mandorlino, Passero, Faivento, Naricegrossa, Balloi (difficile da tradurre), Rubinetto.) (Segnalazione di Gippio)
Lopez| colpo di ginocchio nella coscia (Es.: la ga ti zaccu unu lopez!!!; guarda che ti do' un colpo di ginocchio nella coscia!!!) (Segnalazione di Sanbasilico)
Lopusu| pene. Es: suemi su comente si narada... lopusu là! - Trad: succhiami il come si chiama... l'uccello mi! (Segnalazione di Trizzone)
Loroddoso| pettegolo (Es.: 'Bette loroddoso che sei!'. 'Giutto unu loroddu friscu friscu'. 'Sempere loroddande!'; 'Che pettegolo che sei!'. 'Ho un pettegolezzo fresco fresco'. 'Sempre spettegolando!') (Segnalazione di Lastregaditonyblair)
Lu Sàntu Màru| maledetto il giorno che tuo padre ha eiaculato dentro a mamma troja e QUEL SANTO ha fatto andare le cose come natura crea (Es.: dopo che hai pagato la spesa passa una gentile vecchietta e urtandoti ti fa cadere il boccione di vino. Tu non dici niente però vorresti darle un calcio nelle gengive, uno allo zigomo sinistro e, per non farle tanto male, anche uno al plesso!!! Lungi da me pensare queste cose! Allora penso solo "Lu Sàntu Màru". "Ops,... niente niente...si è fatta male?" "Mi scusi lei!!!!!!" (Grazie a Ader per la segnalazione)
Ludròsu| termine del nuorese indicante 'sporco' (Es.: ...ses pudinde, ses unu ludròsu!; stai puzzando, sei sporco!) (Segnalazione di Esoanche)
Luego (o luegu)| a breve (Es.: "O Bustianuuuu!!! Mi ca s'è segada sa lavatrice, bae e mutti su tecnicu!!!". "Luego gi anno"; "O Bastiano guarda che si è rotta la lavatrice, vai a chiamare il tecnico". "Ora vado!!!") (Segnalazione di Antoneddu77)
Lugori| chiaro di luna (Es.: candu su lugori esti artu is fanceddusu non si podinti imboscai po podi coberri poita esti faccili chi du su scocchinti; quando il chiaro di luna è su nel cielo gli amanti non si possono infrattare per poter copulare poichè è facile che i guardoni non si facciano i propri cazzi) (Segnalazione di Haldol)
Lullurullu| zimbello Es: Cussu Frideman este unu Lullurullu! TRAD: Frideman é uno zimbello! (Segnalazione di Birra dorgali)
Lullucciu| allocco Es: ziu nanni itta este unu lullucciu? Unu lullucciu este unu piccioccheddu allullucciau ci non di balidi una figu siccada soprattutto candu si pappada unu brodu cun sa frocchitte! TRAD: zio giovanni che cosa e "unu lullucciu"? Un allocco è un bambino che non ne vale un fico secco, come quando si mangia il brodo con la forchetta. (Segnalazione di Cicitta e Adelina)
(Sa) Luna| la luna (Es.: sa luna portat corte... o est abba o est morte...; la luna ha la corte (cerchio che si forma a volte attorno alla luna)... o è acqua (previsione di pioggia) o è la morte) (Segnalazione di satzasarda)
Lusingiu| lucignolo. (es: ses langiu commenti unu lusingiu - trad: sei magro come un lucignolo di candela) (ringraziamo Spiga per la segnalazione)
Luzzu| pipì, orina. (es.: Porca Madella, pitticcu su fragh'e luzzu chi tenidi in bucca Paullu Madrona! Parridi unu cazz'e depuradori!!! - Trad: Per mille scalpi, com'è notevole la fraganza di orina che fuoriesce dal cavo orale del tal Paolo Sorcio! Pare un depuratore mal funzionante!!! ) (ringraziamo Fazzoi per la segnalazione)
Luzzu 'e sparau| Urina aromatizzata agli asparagi; talvolta utilizzato in simpatici scambi di battute fra amici (es.: Tore:Oh fragu 'e merda... Giuanniccu:Oh luzzu 'e sparau ; Trad.: Salvatore:O odore di merda... Giovannino:O piscio aromatizzato agli asparagi ) (Segnalazione di  GAZE )
Lutzu grogu| urina gialla. (es.: Fia morrendi de pisciai; appu circau una crasuri de figu murisca, appu abertu sa braghetta et appu bogau sa motoretta allazzanada et appu siccau sa crasuri cun su miu lutzu rogu. Okkannu nudda figu murisca. ; Trad.: Stavo stringendo il mio deretano per non trovarmi bagnato; ho cercato una siepe di fico d'india, ho abbassato la cerniera lampo ed ho spatafogliato la mia cravatta moscia,ed ho bruciato il mio momentaneo water con la mia urina gialla. Quest'anno posso cagare tranquillamente perchè non mi viene il "CARRO". ) (Ringraziamo Scagaradau  per la segnalazione e la dettagliata descrizione delle sue passeggiate naturalistiche, occhio alle pale di fico d'india, che come carta igienica funzionano male :)
Mabagrabiu!!| accidenti, cazzo, addirittura. Il termine è diffuso in Campidano, soprattutto nei comuni di Cabras, Riola, Bratili e Nurachi. Attualmente lo usano quasi solo le persone anziane, essendo caduto in disuso con l'italianizzazarsi del sardo. A seconda dell'uso la parola mabagrabiu può assumere significato di stupore, di invidia, di compiacimento. (es: domanda: Du scisi cantu tiru de penzioni? risposta: No'ddu sciu. - Dumilionisi a su mesi! - Mabagrabiu!!! - trad: D-"Sai quanto percepisco di pensione?" R "No, non lo so." R "Due milioni al mese" R " (a scelta) 1) CAZZO!! 2) così tanto!! 3)Beato te...). Mille grazie a bobbore per l'ennesima perla
Maba e innoro male solada e sa bruvera!| super frastimo, pindaccio, iettatura. Lett: Che tu vada a male nell'ora negativa e faccia il volo della polvere. ES. masa futtidu su cane ma baeinnopomale solada e sa bruvera chi fagasa! - TRAD: mi hai rubato il cane Male che tu vada in ora negativa e che tu faccia il volo della polvere ! (Mille grazie a M7even)
Mabagrà fazzada| esclamazione di meraviglia... (Es.: mabagrà fazzada .... d'asi bia cussa...; ehhhhhhh l'hai vista quella?) (Segnalazione di deu)
Macarrone| letteralmente "maccherone", dicesi di individuo rammollito (es.: lassadu istare non du contese ... non du bisi ca este unu maccarrone? - trad.: lascialo perdere, non dargli conto.. non vedi che è un rammollito?) (ringraziamo pizzocchedda per la segnalazione)
(sa) Macchina de sa varecchina| macchina della varecchina (questo vocabolo viene utilizzato in particolare a cagliari quando vedi una macchina tutta distrutta con lo stereo a tutto volume) (Es.: castia stari arribendi sa macchina de sa varecchina; guarda sta arrivando la macchina della varecchina) (Segnalazione di Roby)
Maccioni| pesce stupido (Es.: ses'andau a piscai e ind'as portau solu maccionis. giai ses'affrori; sei andato a pescare e (ne) hai portato solo "maccioni". è un pesce talmente stupido che abbocca a qualsiasi esca, persino all'amo nudo. MACCIONI - stupido (che crede/abbocca a qualsiasi cosa/stronzata gli venga detta)) (Segnalazione di Nonno Sardo)
Ma coddàddu| ignoralo, lascialo perdere (Un ringraziamento a Roña Ale per avercelo segnalato)
Macu mincrudu| scemo con una grande minchia (Es.: non ti vides meda ca cussu este unu macu mincrudu; non fidarti di quello perchè è uno di quegli scemi che può mettertela nel culo) (segnalazione di Murripinta)
Macchioreddu| pazzia (Es.: unu macchioreddu portasa!; tu sei pazzo!) (Segnalazione di braian)
Macciona| organo sessuale femminile (Es.: 1) tros de macciona!; 2) a la macciona de tan gialmana; 1) che gran pezzo di figa!; 2) imprecazione rivolta alla sorella dell'imprecato, indicando la parte più intima di un familiare) (Segnalazione di Dante&prendente)
Maccu| Pazzo. (es.: Ma ses propriu maccu de accappiai!!! ; Trad.: Ma sei proprio matto da legare!!) (Ringraziamo piroz per la segnalazione)
Maccu coddau| tutto matto (Es.: tui sesi maccu coddau; tu sei molto scemo) (Segnalazione di Alberto)
Maccu pè| Molto pazzo. Utilizzato dai giovani grezzi sardi quando sono molto urtati e quando si credono molto cattivi (Es.: < Arisere notti mi seu fundiu malli!> < Ses maccù pe!>; <Ieri notte mi sono ubriacato molto> <Sei molto pazzo>) (Segnalazione di Merdonedda)
Madraffa| Scrofa incinta. (es.: Castia cussa picciocchedda pariri una madraffa; trad.: guarda quella ragazzina sembra una scrofa incinta) (ringraziamo 88tasty)
Magadeba| nell'eventualità che... (es: è pruendi meda, magadeba ndi pinnicausu sa rroba - trad: sta diluviando, magari ritiriamo la roba) (ringraziamo inoxidabil)
Ma gali| quale tra i due, ma quale (Es.: 1) ma gali sesi narendi su de destra o de sinistra? 2) Ma gali esti su spigniau o cussu cuis pius? Trad. 1) Qual'è quello di destra o di sinistra? 2) Qual'è quello pelato o quello con i capelli?) (Segnalazione di boicu)
Magalloni| ma coglione! (Es.: 'O Franco, du scisi chi seu unu magu?'. 'Eia, magalloni!'; 'O Franco, sai che sono un mago?'. 'si, ma coglione!) (Segnalazione di Praizosu)
Magandu| ma quando (Es.: magandu è ca deppisi andai po cussu coloquiu???; quand'e' che devi andare per quel coloquio???) (Segnalazione di Roby)
Magazzinu| Magazzino, cantina. (es.: Oh Piccioccusu, toccaiche anddausu in magazzinu a tastai sa malvasia de cust'annu! Però fadei abellu ca c'esti babbu croccau! Trad: Orsù ragazzi andiamo in cantina ad assaggiare la malvasia di quest'anno! Però fate con cautela, perchè c'è mio padre che dorme!) (ringraziamo Fazzoi per la segnalazione)
Maghena| pene. Il termine è usato esclusivamente a Gadoni, splendido villaggio nel cuore della Barbagia di Belvì. (Es.: sa braghetta s`esti segada e moi si bidi sa maghena; mi si è rotta la lampo dei pantaloni e adesso si vede il pene) (Ringraziamo il prof. Antiòco Traverso per la consulenza)
Magnagaula| Mangiatore di cavoli . (es.: Tattaresu magnagaula - trad: Un'altra espressione tipica per indicare gli abitanti di Sassari, che pare mangino molto volentieri cavoli) (ringraziamo Andre)
Magnamuccu| Mangia Moccio. Dicesi di persona che tira su col naso, altrimenti definita persona immatura e infantile (es.: Bai chi sei un magnamuccu!! ; Trad.: Ma vai via che sei un mangia moccio!) (Segnalazione di GLCampus)
Magnazzòna| (lett.) prurito, da cui il detto: mancu ti benghia la magnazzona ad occi e li mani chi cazzoffa! (Trad.) Che ti venga il prurito agli occhi e le mani come il carciofo! (Grazie a Giuanninu Lu Griccu per la segnalazione)
Mago| ma che... (Es.: "La ghe se voglio mi bevo una bottiglia di Jack in un sorso...". "Inzà sei un mago... Mago Glioni!"; "Guarda che se volessi mi berrei una bottiglia di whisky in un sorso" "Ma che... stupido!") (Segnalazione di AlePisu)
Mago Ddau| mago dalla dubbia fama e dagli altrettanto insicuri poteri. (es.: Deppu andai da su Mago Ddau poitta mi deppu fai liggi sa manu - Trad: Devo andare dal Mago Ddau perchè vorrei farmi leggere la mano) (un grazie a Casteddx)
Mai Coddau (Abbr. Maigodd)| Mai visto - Non lo conosco. (es: Giovanni: Chini cazzu è cussu? - Franchino:... cussu è gnazino, su fradi e Fisietta... - Giovanni: bo', mai coddau! - Trad: Giovanni: Chi è? - Franco: Ignazio, il fratello di Fisietta... - Giovanni: Ah, non lo conosco!) (un grazie a Mirko)
